user_id,subscription_duration,recent_login_time,average_login_time,average_time_per_learning_session,monthly_active_learning_days,total_completed_courses,recent_learning_achievement,abandoned_learning_sessions,community_engagement_level,preferred_difficulty_level,subscription_type,customer_inquiry_history,payment_pattern,target
9bc8884b,19,15,10.4066515,82.67978939,23,12,62.46339484,4,5,Low,Premium,2,5,1
3038b262,10,14,22.17958065,65.31253683,20,13,83.93456085,4,5,Low,Premium,1,4,1
a07938f5,4,26,20.20204753,26.83691146,24,10,57.46772342,3,2,Medium,Basic,0,2,1
1c747c78,3,1,18.94880756,7.720091438,21,9,78.54550643,3,4,Medium,Basic,2,1,1
0a002113,10,25,12.41585419,15.96097131,12,9,78.7142136,2,5,Low,Basic,2,2,0
9b4f2482,14,12,16.20221777,129.2128611,15,8,70.02857614,3,4,Medium,Basic,3,3,1
62092df2,18,8,11.95620259,77.88821399,21,13,88.63307348,1,5,Medium,Premium,0,5,1
a41dd46f,18,19,16.75364761,32.38456087,16,12,66.14967282,5,4,Low,Basic,1,2,0
36f56ace,11,20,17.2506168,77.50332925,16,13,80.57773358,1,4,Low,Basic,1,2,0
53f901ec,9,2,15.72393673,162.3799956,14,13,74.9978212,1,2,Low,Basic,0,2,1
86cbb3ef,14,5,14.97923819,65.32451899,9,10,67.01041467,3,4,Medium,Basic,1,6,1
9a92d852,11,7,15.64478906,95.9900017,12,13,85.26822029,4,5,Low,Premium,1,6,0
31fac7b8,7,6,22.00607124,31.48222066,19,8,54.51952001,2,1,Medium,Basic,2,1,1
aa3d4876,11,26,12.10470699,66.83921501,23,17,85.95246758,2,5,High,Premium,4,1,0
74234abc,4,29,11.04649133,80.76323161,21,9,79.63455947,1,3,Medium,Basic,5,4,1
a704fbc4,16,19,18.1838192,46.52136944,19,7,74.00879949,2,1,High,Basic,1,2,0
79da2112,19,6,18.12304852,221.8472992,11,13,72.83324409,2,4,Low,Basic,3,7,1
c44eb235,3,25,16.19399836,41.77145616,2,16,73.19910464,3,5,Low,Premium,1,6,1
2d8c6c80,5,10,15.18115116,39.86795185,8,7,77.27416191,4,2,Low,Basic,3,6,0
ee46080b,11,18,12.46087723,33.88917072,22,10,73.50974602,7,3,High,Premium,1,2,0
34e4aa68,8,9,18.46800648,12.9417216,9,9,73.29076827,0,2,High,Basic,7,2,1
473728bb,19,7,9.714343754,60.54818617,13,14,63.2763279,3,4,Medium,Premium,3,2,1
3cd33722,13,21,12.11641908,84.90808386,20,16,67.43653809,3,3,Low,Basic,1,7,1
fb5064d1,21,14,14.92364687,87.31710419,14,10,70.65158618,5,1,Medium,Basic,2,0,0
db552375,21,16,19.64666076,33.11971227,9,14,83.3899853,3,4,Medium,Basic,0,3,1
d99737b5,12,27,16.47823397,30.75240122,9,17,80.27828358,4,3,Medium,Premium,2,4,1
73779a2e,13,26,16.38400411,83.86123181,12,19,74.14424658,2,5,Low,Premium,1,0,1
7e7791a8,18,4,18.27162766,54.71098977,12,13,81.67406761,4,5,Low,Premium,2,3,1
b4cfb8af,6,18,14.30805436,8.555983392,21,6,76.27533714,5,1,Medium,Basic,3,3,0
1beadb88,20,1,17.64791194,72.31806589,8,13,76.39309307,4,5,Low,Premium,1,4,1
e86fa8d0,8,15,18.47635927,17.46492452,19,11,75.81358223,3,4,High,Basic,3,3,1
877a7d2e,5,12,18.52801591,14.94952527,4,12,76.33300231,5,3,Medium,Basic,2,5,1
f0769aad,11,8,11.58856957,90.18540137,23,9,69.52039795,0,4,Low,Premium,2,0,0
21dfb3f7,19,10,22.21456562,75.09633598,11,18,66.86419738,2,3,Medium,Premium,2,7,1
3f076ab2,1,27,22.66056054,32.71618218,5,11,67.55305229,1,5,Low,Premium,4,0,0
53b3473e,12,25,9.393252792,35.47312376,2,15,85.56651103,1,5,Low,Premium,5,7,1
241a406e,10,20,16.5963544,341.2817294,23,14,83.02278775,2,4,Low,Premium,2,7,1
043440f8,19,4,15.01780779,35.25049514,16,8,66.34002322,1,3,High,Basic,1,7,1
07b2c42e,14,19,13.10253691,33.7325127,23,7,78.93153648,2,2,Medium,Basic,2,7,0
4f61977a,19,15,13.37087255,229.9358043,19,14,90.14896727,5,5,Low,Basic,2,7,1
623f0c91,13,1,20.36106096,99.48592942,18,7,87.32847568,2,3,High,Basic,3,1,0
78b5d699,10,18,15.89011592,14.23094475,24,12,70.25523223,1,3,Medium,Basic,2,0,1
a8e5955c,23,25,12.30443488,16.42574438,24,11,74.60385272,5,5,Low,Basic,5,4,1
5c29cf66,9,19,16.0708021,83.86389285,8,19,71.41347564,7,5,Low,Premium,2,5,1
4aad300a,2,21,14.14360735,37.15204447,13,14,75.85977985,1,5,Low,Premium,6,1,1
9702efc2,18,3,19.23737302,11.56535355,17,13,83.94654686,4,4,Low,Premium,1,2,0
99d64b23,18,25,14.44244836,53.40582731,17,11,72.51383543,4,5,Medium,Premium,3,0,1
a1dac06c,16,29,22.96184499,3.403741035,7,17,71.63405341,3,5,Low,Premium,2,1,1
24cfbaa7,17,5,13.37960749,39.68247867,12,13,68.7131622,3,4,High,Premium,0,7,0
bdcd163b,18,5,12.23017389,32.21804193,24,8,98.32579226,2,5,High,Basic,3,6,0
0b5ccbbb,8,7,15.22558905,53.21974558,2,12,74.24841093,4,5,Low,Premium,1,0,0
1d6f0310,17,20,11.85682079,7.31431553,20,14,73.53735779,2,3,Low,Basic,4,0,0
a798e2b3,23,7,16.87528818,5.578511171,16,18,68.30752001,4,3,High,Basic,2,0,0
41d3a4c8,6,2,17.29149992,24.6590966,10,9,76.29731521,4,5,Low,Basic,1,7,1
4eb31578,10,14,11.97603436,32.10964315,15,14,59.77360826,2,5,Low,Basic,1,6,1
2924efc7,15,3,14.8994829,19.39086117,5,11,71.78812145,4,1,High,Basic,1,0,0
7b84313c,13,22,16.20866908,60.606017,22,9,69.1471191,2,4,Medium,Basic,2,1,1
c384e26b,22,17,11.9646942,117.3954595,20,9,62.47317546,5,2,Medium,Basic,1,1,1
d29ffbe6,23,16,16.82894866,205.7401254,19,13,59.63471299,2,5,Low,Premium,3,1,1
dbc3f5a0,15,15,15.15842352,12.11846971,18,17,79.73183179,2,5,Low,Basic,0,4,1
9bb7d800,14,19,16.22028385,81.37409928,10,7,83.35471226,2,5,High,Premium,4,1,0
f8dc3698,2,8,6.604903134,187.7950092,6,14,76.84815607,3,5,Low,Premium,2,7,1
4.59E+46,5,12,11.54237958,15.27531489,1,15,86.96866349,2,5,High,Premium,2,6,1
d9d70acc,6,19,15.37993738,63.9394033,4,9,64.45320299,2,4,Medium,Basic,3,2,1
cfdc519c,13,4,19.2145138,107.2660779,18,19,53.32431611,3,3,Medium,Basic,1,2,1
d32fc293,10,24,19.4062878,39.72664116,1,9,67.61779223,1,2,High,Basic,2,7,0
9d0f7d8a,13,4,13.94503235,88.11954265,20,16,101.727536,5,4,Low,Premium,2,4,0
e6225e70,1,1,14.43773205,104.6387838,5,7,80.96755137,4,5,Low,Basic,1,4,0
e9674a0a,6,14,16.37806725,62.04848347,5,5,97.28718421,7,3,Low,Basic,3,2,0
a3264d92,23,21,16.52614064,9.01555894,8,19,88.10541354,5,4,Low,Basic,2,1,0
b8628a34,10,20,12.692372,93.06983366,13,15,90.68355811,5,5,Low,Basic,1,7,1
4fa517d6,2,8,15.36793714,22.52764387,4,15,78.3872356,1,4,High,Premium,3,4,0
3645416e,18,22,13.74626962,16.46695704,3,17,69.21975813,1,5,Low,Premium,4,3,0
88fcc96b,20,19,16.68838264,2.263174172,16,5,65.3057994,3,3,High,Basic,3,6,0
0352addc,2,17,14.19572942,16.82207774,15,6,74.45738078,3,2,Medium,Basic,1,3,0
a94f0aa0,11,11,18.3284346,95.58583598,18,9,67.97632939,4,5,Medium,Basic,2,3,1
7f40c3e0,7,14,14.54401571,21.99654138,1,13,71.52634055,5,5,High,Premium,0,7,0
4440c2b3,17,14,8.827385676,14.79334322,11,9,76.28397921,1,5,Low,Premium,0,6,1
b476e26e,8,2,14.00620524,31.69421772,6,13,84.86032853,3,1,High,Basic,3,3,1
ca96ff01,7,24,13.76826823,20.99260638,7,12,93.08692681,2,5,Medium,Premium,2,0,0
7b602efa,12,25,14.55284063,24.72712558,23,12,72.48149974,2,2,High,Basic,4,0,1
9cf12030,21,23,14.31651652,34.4604108,10,10,67.39821543,2,5,Low,Premium,3,7,1
da97dd2a,10,14,16.38246091,20.97551927,24,14,68.31254878,4,4,Medium,Basic,2,0,1
3bbe67ff,19,12,13.23546329,78.35709934,19,9,80.81429304,2,4,Medium,Basic,2,6,1
33ae8df6,20,6,20.77309841,123.9247496,19,11,87.63801641,4,5,High,Premium,3,5,1
8c2ca2e1,11,22,14.69811023,110.4044226,8,7,74.44695323,1,3,Low,Basic,2,4,1
1915847b,7,19,17.88847381,36.6557234,2,10,56.89148743,4,3,Low,Basic,4,1,0
e5425935,7,3,12.05518849,20.12651285,6,14,76.95787717,3,4,Low,Premium,2,3,1
c3bc9d0a,3,25,12.67371132,36.46656146,5,15,90.4200594,3,3,Medium,Premium,2,6,1
a814b697,18,12,17.88010337,3.417194776,9,18,68.69657072,4,5,Low,Basic,1,2,1
ffff071d,11,2,15.69282969,17.80206887,11,23,74.55422151,4,5,Low,Premium,1,5,1
a64b0650,8,7,17.22946352,6.429954518,15,9,50.37490741,2,4,Medium,Premium,3,1,1
b2d2f7aa,9,25,16.02529597,34.27427891,24,11,72.96097078,3,1,Medium,Basic,3,2,0
7b67d2c8,9,1,11.92829962,54.45330974,10,12,64.85017997,6,3,Medium,Premium,1,7,1
9a4a5c1f,5,6,13.22302517,91.4289248,24,12,71.87892597,6,5,High,Basic,3,2,1
afcf7219,3,16,16.08109974,8.894963859,18,13,82.37350769,3,5,High,Premium,4,4,1
5ec01998,17,3,21.14317084,7.356886912,24,10,75.06948471,2,5,Low,Basic,0,1,1
095af72e,12,28,9.691044914,9.785898957,24,17,90.63471008,0,3,Medium,Premium,2,1,0
3f932a13,4,15,12.03374464,18.60355296,13,8,70.11619064,4,1,Medium,Basic,0,0,0
06f220de,1,9,14.08982036,11.27390197,22,19,91.26580972,5,5,Low,Premium,2,6,0
b4497fd6,6,20,12.16408619,56.76052987,10,12,79.96731896,4,3,Low,Basic,3,7,1
5c42c086,8,21,16.26318771,4.035885332,4,12,68.12847508,1,5,High,Basic,3,5,0
7863b1ca,13,24,16.62365357,6.204223384,22,10,80.92265902,2,5,Low,Basic,3,0,1
30efbad2,21,8,14.93756567,23.89432142,9,15,83.52694488,2,5,Low,Basic,0,5,1
a33b3912,12,23,12.23897442,78.63022433,14,12,81.07514847,1,5,Low,Premium,4,7,1
67a8334f,13,5,15.07562771,57.10472831,8,11,77.83996703,4,5,Low,Premium,3,3,1
0dd040f3,19,25,13.60252391,25.9918199,4,9,55.15231428,4,5,Low,Premium,1,6,1
90ca2fa9,16,13,16.66117397,202.1001487,3,14,87.76700146,0,5,Low,Premium,1,2,1
d62e1049,22,10,16.61858757,86.59716414,22,7,92.50867167,2,5,Medium,Basic,3,3,0
bb603070,13,14,18.70793976,41.25661948,8,13,77.80449647,0,5,High,Premium,3,7,0
6895629f,13,20,15.42189199,225.9404303,19,12,74.09606726,6,5,Low,Premium,5,0,1
a7e6d6e8,16,12,17.31788986,129.9295781,10,11,82.30229575,2,4,Low,Premium,4,2,0
b35fc2af,18,6,21.60457471,76.36778911,1,15,64.22962369,5,5,Medium,Premium,4,2,1
31d70ad9,8,24,14.38805029,119.0926144,10,8,53.21120248,3,4,High,Basic,2,6,1
91442ddc,16,14,13.56239544,65.08879031,18,18,75.53308795,4,3,Medium,Basic,0,0,1
741d7d4a,2,19,17.49064425,17.34658054,22,12,80.18430204,2,2,Low,Basic,6,2,1
e8a5d733,6,13,11.29455676,117.3220474,19,14,65.97716126,4,2,High,Basic,2,3,0
56c5e3d4,1,14,13.2828755,93.54255718,12,12,82.81283108,3,2,Low,Basic,3,0,1
cd11399d,14,18,16.58853568,107.2710837,3,17,82.87294937,2,4,Low,Premium,3,2,1
74f3df8a,9,27,15.31118367,15.29437327,19,8,66.24792946,1,5,Low,Premium,3,0,1
5b36d982,21,15,13.58366984,41.95453998,1,6,67.94634437,2,2,Medium,Basic,2,0,1
4fe2c2bb,22,11,7.048035469,101.778588,6,11,91.69706562,3,2,Low,Basic,4,0,1
92fbc3c8,19,16,14.89852891,5.216551055,24,8,89.77727455,5,5,High,Premium,3,1,0
7e86e5d7,17,2,18.24539037,19.47640879,1,14,75.33141116,7,2,Low,Basic,2,1,1
2cc9c7d5,14,23,19.20192131,22.12730884,16,11,79.01948326,3,4,Low,Basic,2,5,0
fe178a24,9,14,16.42236004,79.44307887,2,12,75.79529117,3,3,Medium,Premium,4,0,0
06da5e53,7,16,15.1376132,74.17214107,6,10,57.52726144,6,5,Low,Basic,3,1,1
a367e90b,6,20,23.09076058,40.9785176,10,10,58.97233544,1,3,Low,Basic,1,4,1
2ca534cc,4,4,18.38537486,29.65712661,19,10,66.53668384,2,5,Low,Basic,3,1,0
237d3e72,9,25,18.42605165,37.14799718,24,14,61.02837314,5,5,Low,Premium,1,2,0
7c5658a1,13,2,22.91575495,19.42753347,24,13,97.72798772,8,4,High,Basic,2,6,1
66a0eb8d,14,15,15.30932339,54.7526419,2,13,67.8470878,3,3,Medium,Premium,2,6,0
f16515cd,17,8,14.14987736,93.55674601,17,12,87.07915056,5,2,Medium,Basic,0,7,1
f87fe072,19,13,17.14617205,8.475685724,17,9,49.67572609,6,4,Medium,Basic,4,5,1
c354dff6,11,21,11.49447806,96.80245509,21,12,72.79891327,4,4,Low,Basic,2,1,0
4d1729a7,9,17,14.4648365,13.50027655,6,9,66.41350589,4,2,High,Basic,3,2,1
e46f2a11,23,6,14.89524746,2.342403167,14,18,68.28491333,5,2,Medium,Basic,1,3,1
8cf02fd0,17,12,17.20580497,5.317999886,21,17,85.92044912,2,4,High,Basic,4,5,0
dbec5412,22,10,12.00158996,3.682060499,16,15,60.63218836,6,5,Low,Basic,2,7,1
8fc4ea23,19,6,20.26956085,19.89431191,7,9,63.66538589,9,4,High,Basic,1,0,1
7bb5e992,11,25,8.271878808,110.257703,21,13,83.02081731,3,5,Low,Basic,1,6,0
e1956ff8,16,1,16.08084759,37.80329572,1,5,60.62108765,3,5,Medium,Basic,0,4,0
a53aafe5,7,12,7.614179251,16.60032187,9,12,94.51894202,2,5,Low,Premium,1,3,1
38a60137,5,21,16.18533597,5.317267831,14,9,85.43049434,1,4,High,Basic,2,3,1
d76d8b38,16,29,17.77305736,134.9904829,17,9,55.83546446,4,1,Medium,Basic,1,4,0
17286f16,1,6,17.81657461,87.33382373,18,9,67.08553474,2,5,Medium,Premium,0,6,1
a2ee1013,4,8,16.09100776,32.32196494,3,12,79.34955891,4,5,Low,Premium,1,2,1
cb1ecf25,21,18,18.60212139,24.52973837,2,16,68.01657929,3,5,Low,Premium,3,5,0
4479a91f,16,29,16.20725524,73.53571423,14,12,83.78840283,1,5,Medium,Premium,6,7,1
37df40ee,16,3,13.43919003,87.93869601,7,6,68.06141929,2,5,Medium,Basic,0,2,1
d4cff70d,2,22,14.24146879,45.56151518,20,12,58.61745937,3,5,Low,Basic,2,1,0
d7a2c85b,19,8,18.05865597,30.84003372,6,15,61.54505527,2,5,Low,Premium,1,4,0
5321a7b1,9,29,15.03203843,137.2905693,2,15,78.3140381,1,1,High,Basic,3,6,1
499aec99,10,4,17.00317703,18.29878247,14,9,82.30147263,5,5,Medium,Premium,3,3,1
e27d955f,9,13,11.80477108,40.34242907,19,10,58.77008101,1,2,High,Basic,2,1,1
60600235,8,7,12.8343988,36.61097432,19,8,99.57100371,3,4,Medium,Basic,3,7,1
75bfd2cb,16,3,18.73020885,57.74449599,10,8,84.81646101,3,3,High,Premium,0,7,1
e1acc19f,10,13,15.16084094,13.61842059,3,13,73.06569396,4,2,Low,Basic,3,0,0
73add722,20,29,10.17866159,8.783181085,9,15,68.61994994,2,4,Low,Premium,2,3,1
60854415,23,20,18.14643043,54.61429344,12,17,68.08332139,1,3,Low,Basic,1,7,1
22e7cf9a,4,21,20.3174599,44.22394385,10,15,74.269841,6,5,High,Basic,0,4,1
cda69c01,15,1,13.68783009,36.40423892,14,10,68.56424734,4,2,Medium,Basic,4,0,1
255d80a6,3,6,14.98028365,6.353947665,9,12,77.49988706,2,5,Low,Premium,3,2,0
f98d2666,12,9,19.69851057,11.11901955,11,14,84.05416188,3,5,Medium,Premium,1,7,1
59c4781d,21,20,19.684467,65.91133932,16,13,55.83498422,2,5,Low,Premium,6,4,0
31c96453,4,9,19.24720244,13.06345695,7,14,57.34357224,6,4,Low,Basic,0,4,1
4c6c0a6c,15,24,16.5564873,38.77416621,1,10,65.14348357,2,4,Low,Basic,2,4,1
f9d41a06,1,17,14.4635524,17.25843553,13,20,88.38159622,2,3,High,Premium,0,1,1
02879e5d,3,6,14.51431121,147.2243935,15,14,74.76331283,2,5,Low,Premium,2,1,1
80a90860,11,3,13.13755839,78.34090129,24,17,57.56652266,2,5,Low,Premium,3,6,1
656f9c44,6,18,16.98917319,99.45012684,6,15,70.3306349,1,3,High,Premium,0,5,0
d5c3bb63,5,26,12.15113086,37.94461315,10,13,71.25319297,2,4,Medium,Basic,2,3,0
b53be6ed,19,14,12.27778137,39.84440801,5,16,68.97881804,8,5,Low,Basic,4,3,1
a09f4c26,11,3,13.56845121,89.6410177,1,7,71.56487244,4,3,Low,Basic,2,3,1
0ead8d9d,4,10,11.32840099,2.50740681,4,16,80.42940532,3,2,Medium,Basic,2,0,1
af246f2b,8,9,15.17270447,35.04677613,1,11,91.80692777,3,5,Medium,Basic,3,3,0
1d70bbe8,4,6,17.97482084,159.3180569,6,11,78.75473131,1,5,Low,Basic,3,1,1
ff572f64,2,20,16.97381593,86.77664536,7,10,57.57287433,1,5,High,Premium,2,5,1
5dad7c93,21,4,12.70801419,99.50015779,18,8,86.184897,0,3,Medium,Basic,2,6,1
34e65f0d,6,18,14.08639909,223.2326356,1,11,74.08598148,4,4,Low,Premium,2,1,1
a0610848,4,25,12.01996184,21.33447944,22,5,72.45292096,3,4,Medium,Basic,0,4,0
1973a204,15,10,10.6574919,78.64622467,20,9,75.44479847,1,2,Low,Basic,1,1,0
669200bb,3,7,16.05936489,3.750731466,10,9,87.94424466,4,2,Medium,Basic,1,1,1
36daabba,18,28,16.36898271,230.3968592,3,17,84.57107546,3,5,Low,Premium,1,6,1
859091ef,15,14,10.48148654,6.562144723,22,12,65.58885345,2,5,Medium,Basic,1,2,1
e1246263,11,4,12.29636412,17.3833063,7,11,75.17824996,6,5,Low,Premium,0,6,1
656b63d4,20,14,15.78770799,7.654670354,9,18,72.79880148,3,5,Low,Premium,0,4,0
2aeb372a,5,18,17.6349717,22.74595379,15,12,77.70438668,1,3,Low,Basic,0,2,1
09b75d8d,5,19,11.98991807,284.9199312,7,11,76.41509196,1,5,Low,Premium,3,0,1
c676fca1,7,18,17.23493022,173.950047,12,13,82.42610917,5,5,Low,Basic,1,6,1
71b14f35,10,25,7.496375754,47.88570197,1,11,73.55037321,5,2,High,Basic,2,3,0
b5022561,10,12,16.70082545,14.72408938,6,22,61.31808895,1,5,Low,Premium,2,4,1
bb42da40,4,21,17.32573947,5.653647489,13,11,65.02471313,2,2,Low,Basic,2,3,1
f08e954e,8,16,14.06525004,0.693782071,4,17,67.13222827,2,5,Low,Premium,4,6,0
61bafc2a,13,5,11.94191643,8.272811336,13,8,73.02895632,1,5,Low,Basic,2,2,0
7733ec2f,5,19,16.3153551,1.328159997,9,11,86.08383632,8,5,Medium,Premium,2,1,0
f987c7bb,14,6,17.02440136,66.37106504,22,12,72.38035931,2,5,Low,Basic,0,4,1
ab6abefc,13,22,19.10481765,72.08705854,12,17,53.75818209,0,4,Low,Basic,1,4,1
39f27d37,1,18,17.77144753,54.36310244,14,10,80.82257153,6,1,Medium,Basic,4,6,1
9f0289af,11,22,13.83645968,36.95130456,7,10,69.84123719,2,1,Medium,Basic,5,5,0
9.39E+50,15,18,14.08478618,153.7030809,15,10,89.68616526,6,5,Low,Premium,1,5,0
2dd0d9b3,1,3,19.2873573,181.9944954,14,12,79.47676803,3,5,Low,Premium,0,1,1
f1c4458b,1,29,15.41245925,108.4120377,19,15,76.17972431,5,5,Low,Basic,0,4,1
4a8702b6,1,10,12.83852321,80.80568763,20,17,83.68135971,1,5,Low,Premium,1,1,1
9659238c,21,23,18.10026063,132.7173094,8,10,58.8191974,6,5,Low,Basic,1,5,1
9d2ae097,12,26,13.21025063,5.704972411,1,6,88.15755586,5,2,Medium,Basic,2,0,0
d1346ed2,6,20,19.70599277,39.13647316,15,15,88.68070223,1,3,Low,Basic,0,5,0
f0606ec9,6,14,15.17302188,29.91952302,24,13,87.25579212,5,4,Medium,Basic,2,3,1
fe1e8050,19,29,8.315050699,12.67564047,13,13,62.57377488,7,5,Low,Basic,1,7,0
fbd13c9c,11,18,16.29725899,2.431663637,2,16,69.15359611,5,3,Low,Basic,2,4,0
9d2a3f72,17,18,10.88007088,5.076706203,15,12,88.13417367,1,5,Low,Basic,1,1,1
1b51cf62,18,22,16.85933981,49.66790575,4,9,83.51039102,5,5,Medium,Premium,0,5,0
1dbd1792,12,6,12.29416841,0.509778698,21,9,75.56616959,2,5,Low,Basic,3,0,1
58c9a5fb,10,17,14.71157296,188.8655971,21,16,80.32795861,6,5,Low,Basic,2,4,1
df536fed,10,26,7.894148052,12.24357117,21,14,80.10585053,3,4,High,Premium,2,3,1
4b1618da,13,8,15.83686055,11.08348361,16,8,74.24416364,4,1,High,Basic,3,7,1
1db13933,1,18,15.13640941,44.56277732,15,18,73.28000776,5,5,Low,Premium,3,1,1
5afcd6b9,8,4,22.71128648,64.83898256,4,8,80.38194664,5,1,Medium,Basic,3,0,0
5.82E+11,23,16,16.29628797,4.738846816,14,9,75.13844071,3,2,Low,Basic,0,7,1
5c945cc5,14,27,9.235413091,18.10060138,3,12,86.24270572,3,5,Low,Premium,3,0,0
af08b763,17,14,14.60119347,72.10519595,16,11,78.06895164,3,4,Medium,Premium,1,4,0
36ed7962,12,22,9.591392357,27.21102136,6,8,92.25751607,3,5,High,Basic,3,7,0
e257b300,21,7,16.81787266,20.4263587,22,14,84.95758992,3,3,High,Basic,1,6,1
f2a5bff6,16,7,13.0454885,29.96758323,12,7,83.76213608,7,5,Medium,Basic,0,2,0
7a83d87b,13,27,18.8528951,59.61587271,6,17,76.2205954,2,4,Low,Premium,2,0,1
413e836a,6,21,12.43048446,64.00384927,5,14,69.34070388,5,5,Low,Premium,3,4,0
02ec0ec9,3,3,15.30811584,158.2278109,16,13,77.27703689,2,4,Medium,Premium,1,5,1
57742fbc,13,4,10.96792702,33.83055696,23,16,69.17001468,1,5,Low,Premium,0,4,0
02a2a531,12,18,13.03842578,84.81244556,2,9,77.3362214,3,3,Medium,Basic,1,4,0
1fd316a7,16,1,12.57093586,99.92873218,21,11,80.24592262,3,4,Medium,Basic,0,3,0
8ff4fe76,22,3,18.35053946,39.7364085,15,7,81.97959458,4,4,Low,Basic,1,0,0
e370b666,5,5,13.21742177,18.7560789,23,12,87.9828516,1,5,High,Basic,4,4,0
855a277d,18,6,14.30785896,122.0172586,18,17,81.85081857,5,5,Low,Premium,1,7,1
10572408,13,16,15.30109099,10.48823801,19,6,69.27196996,1,4,High,Basic,3,7,1
1048b3ac,13,10,13.83549207,308.9627454,24,13,80.2481367,6,5,Medium,Premium,0,5,1
33a620c2,17,29,19.362623,71.65183141,6,10,71.72269064,5,4,Low,Basic,0,1,1
a1396b21,3,15,15.01551149,187.9530045,8,15,79.52812161,2,5,Low,Basic,0,4,1
32f483ca,6,29,14.50898903,18.78057303,19,8,79.38381575,1,4,Medium,Basic,1,1,1
184c598f,21,15,20.5211401,9.296502907,8,17,65.57664468,5,5,Low,Premium,2,1,1
e2ae64bf,3,25,20.31323197,45.53719652,16,18,86.15473214,4,5,Low,Premium,1,6,1
7cf7ec8b,20,13,21.76753426,58.34359972,23,12,76.45192931,7,4,Low,Basic,1,3,1
8a52e39c,22,26,14.838554,26.03529521,22,14,67.31089133,5,5,Low,Basic,1,6,1
e855dd23,16,1,14.69961894,32.62983637,14,19,77.9722969,3,3,Medium,Premium,2,1,1
b5414d13,7,29,15.38051867,1.603084829,20,12,69.30556354,2,4,Medium,Basic,1,5,0
8a467355,5,16,17.62891086,8.503104944,7,15,73.19338814,2,5,Low,Basic,2,1,1
d4a44169,10,1,10.51521896,124.8116815,14,8,65.81358666,2,2,Medium,Basic,3,0,1
29f8d7db,16,19,25.10060844,39.29002495,7,14,82.95906747,1,2,Low,Basic,2,4,1
a138e801,1,3,12.27942059,11.27929543,19,14,79.11911444,4,2,Low,Basic,1,4,0
d88e0f57,11,18,19.5384958,37.53770883,22,9,80.4342528,6,3,Low,Basic,1,4,1
758ea8bf,17,17,9.586166884,9.729244504,13,11,74.47547588,2,3,Medium,Basic,0,1,0
48f4a68d,3,25,17.19871801,5.207046526,3,15,80.84389666,3,5,Low,Basic,1,6,0
f2c1a292,23,12,12.1353133,55.56743249,22,14,59.34168114,6,3,Low,Basic,2,4,0
05c4e426,18,21,16.41158493,19.79058978,16,19,77.69342155,4,5,Low,Premium,1,1,0
53c6686d,15,13,13.04469726,87.86569409,23,13,72.34828673,2,4,Medium,Premium,2,3,0
aab8958f,6,22,17.49554874,3.877532241,20,16,68.53702993,2,5,Low,Premium,3,5,1
cb4d75f4,6,23,20.59864504,94.28772978,2,7,84.39031868,1,3,Medium,Basic,1,0,0
01b1afba,3,6,14.19522492,52.73644031,7,10,51.81097123,1,2,Low,Basic,2,6,1
a5133bce,4,22,13.56773518,31.78077632,11,7,55.52234035,3,4,Low,Basic,2,3,0
78c17f66,12,10,11.30417854,22.3578651,13,14,84.89959162,6,5,High,Premium,2,2,1
aa26c170,20,9,13.32985291,189.6172909,5,13,71.45382281,2,5,Low,Premium,2,2,1
7baedb68,14,21,13.92488671,28.63222576,7,10,76.19978786,2,5,Medium,Premium,2,3,0
4aaca331,4,26,21.50867107,49.44713356,19,16,70.14528509,2,5,Low,Premium,5,6,0
22978655,6,24,12.88537681,0.214152686,23,19,58.6811369,2,5,Low,Premium,4,7,0
d7526366,22,22,15.39996911,1.366069248,10,10,73.25454459,4,4,Medium,Basic,1,1,1
cf066ce9,2,25,12.50366273,32.71235203,22,12,70.21644723,1,3,Low,Basic,1,3,0
587fa697,9,4,19.97116446,33.48104164,2,10,76.25331349,0,2,Low,Basic,1,2,0
4b944d34,8,8,17.93653121,95.20001651,9,15,64.86673178,2,5,Low,Premium,3,7,0
7538c097,8,22,14.47222263,19.03962988,16,8,73.43113431,0,1,Medium,Basic,0,5,0
1b7119e4,2,20,16.88015864,16.54477448,7,2,65.96821638,2,1,Medium,Basic,3,7,1
4c90caa9,10,27,18.1049713,20.25465261,1,17,75.74539056,5,5,Low,Premium,0,7,1
42175919,16,25,17.40454212,35.3205414,23,12,73.36435051,2,4,Low,Basic,1,2,0
3435f0f8,14,12,18.60157584,5.021936967,3,7,91.31591236,4,4,Low,Premium,1,7,1
80c9a561,1,5,8.406306197,62.3863951,22,17,78.37080916,2,2,Low,Basic,1,4,1
d995726a,5,11,12.21118008,330.6390296,7,10,69.68257384,2,4,Low,Basic,1,4,1
26d692ff,23,25,9.823908709,18.93875639,16,15,76.35867086,5,2,Low,Basic,2,6,0
0b966f21,1,7,19.75015804,23.62397403,9,10,67.83616788,5,1,High,Basic,3,6,0
311ac169,12,28,10.72769696,84.57319901,3,14,64.23196487,3,5,Low,Premium,4,6,1
d34a88c8,20,21,15.48589112,142.0065634,16,10,65.76917125,0,2,Low,Basic,2,7,1
f9ca81de,4,11,11.80843454,10.22629823,7,9,77.21996856,0,4,High,Basic,0,3,1
aa3b968b,5,23,16.88864084,23.76076125,18,11,69.75325121,4,5,Medium,Premium,2,7,1
